12.00-13.00,0.25,0.25,0.75,0.25,0.25,0
13.00-14.00,0,0.25,0.75,0.25,0.25,0.25
14.00-15.00,0,0,0.5,0.5,0.5,0.25
15.00-16.00,0,0.25,0.25,0.25,0.25,0
16.00-17.00,0,0.25,0.5,0,0,0
,,,,,,
,,,,,,
,,,,,,
,0,0.75,0.25,0.5,,
,,,,,,
,,,,,,
,,,,,,
CSI Classroom UTILISATION,,,,0.21875,,
,,,,,,
,,,,,,
CSI Classroom FREQUENCY OF USE,,,,0.604166666666667,,
,,,,,,
Thursday,,,,,,
12th November 2015,CSI,CSI,CSI,CSI,CSI,CSI
,B004,B002,B003,B1.06,B1.08,B1.09
,Lecture Th.,Classroom,Classroom,A.L.E.,Seminar,Seminar
Time,160,90,90,90,40,90
,,,,,,
9.00-10.00,1,0,0,0,0,0
10.00-11.00,1,1,0,0,0,0
11.00-12.00,1,1,1,1,1,0
12.00-13.00,1,1,1,1,0,0
13.00-14.00,1,0,0,1,1,1
14.00-15.00,1,1,1,1,1,1
15.00-16.00,1,1,1,1,1,0
16.00-17.00,0,1,0,1,0,0
,,,,,,
In Use by 3 or more people,,,,,,
,,,,,,
,,,,,,
,,,,,,
CSI Classroom OCCUPANCY,,,,0.336206896551724,,
,,,,,,
Thursday,,,,,,
12th November 2015,CSI,CSI,CSI,CSI,CSI,CSI
,B004,B002,B003,B1.06,B1.08,B1.09
Time,160,90,90,90,40,90
,,,,,,
9.00-10.00,0.5,0,0,0,0,0
10.00-11.00,0.5,0.25,0,0,0,0
11.00-12.00,0.25,0.25,0.25,0.25,0.25,0
12.00-13.00,0.25,0.25,0.25,0.25,0,0
13.00-14.00,0.5,0,0,0.25,0.5,0.25
14.00-15.00,0.5,0.5,0.25,0.5,0.75,0.25
15.00-16.00,0.25,0.25,0.25,0.25,0.5,0
16.00-17.00,0,0.25,0,0.25,0,0
,,,,,,
,,,,,,
,,,,,,
,,0,0.25,0.75,0.5,1
,,,,,,
,,,,,,
,,,,,,
CSI Classroom UTILISATION,,,,0.203125,,
,,,,,,
,,,,,,
CSI Classroom FREQUENCY OF USE,,,,0.5,,
,,,,,,
Friday,,,,,,
13th November 2015,CSI,CSI,CSI,CSI,CSI,CSI
,B004,B002,B003,B1.06,B1.08,B1.09
,Lecture Th.,Classroom,Classroom,A.L.E.,Seminar,Seminar
Time,160,90,90,90,40,90
,,,,,,
9.00-10.00,0,0,1,1,1,0
10.00-11.00,0,0,1,1,1,0
11.00-12.00,0,0,1,1,1,0
12.00-13.00,0,0,1,1,1,0
13.00-14.00,0,0,0,1,1,0
14.00-15.00,1,1,1,0,0,0
15.00-16.00,1,1,1,0,0,0
16.00-17.00,0,1,1,0,1,1
,,,,,,
In Use by 3 or more people,,,,,,
,,,,,,
,,,,,,
,,,,,,
CSI Classroom OCCUPANCY,,,,0.375,,
,,,,,,
Friday,,,,,,
13th November 2015,CSI,CSI,CSI,CSI,CSI,CSI
,B004,B002,B003,B1.06,B1.08,B1.09
Time,160,90,90,90,40,90
,,,,,,
9.00-10.00,0,0,0.5,0.5,0.75,0
10.00-11.00,0,0,0.5,0.25,0.75,0
11.00-12.00,0,0,0.25,0.25,0.25,0
12.00-13.00,0,0,0.25,0.5,0.25,0
13.00-14.00,0,0,0,0.5,0.25,0
14.00-15.00,0.5,0.25,0.5,0,0,0
15.00-16.00,0.5,0.25,0.25,0,0,0
16.00-17.00,0,0.25,0.25,0,0.25,0.25
,,,,,,
,,,,,,
,,,,,,
,,0,0.25,0.75,0.5,1
,,,,,,
,,,,,,
,,,,,,
CSI Classroom UTILISATION,,,,0.1875,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,CSI,CSI,CSI,CSI,CSI,CSI
,CSI B004,CSI B002,CSI B003,CSI B1.06,CSI B1.08,CSI B1.09
Room Type,Lecture Th.,Classroom,Classroom,A.L.E.,Seminar,Seminar
No. Seats,160,90,90,90,40,40
,,,,,,
,,,,,,
Average Frequency of Use,0.675,0.7375,0.725,0.7875,0.575,0.35
,,,,,,
Average Occupancy,0.365740740740741,0.322033898305085,0.40948275862069,0.547619047619048,0.402173913043478,0.339285714285714
,,,,,,
Average Utilisation,0.246875,0.2375,0.296875,0.43125,0.23125,0.11875
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CSI Classrooms,,,,,,
,,,,,,
Average Frequency of Use,,0.641666666666667,,,,
,,,,,,
Average Occupancy,,0.397722678769126,,,,
,,,,,,
Average Utilisation,,0.260416666666667,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Frequency of Use/Occupancy,,,
,,,,,,
Legend,,,<=49%,50-59%,>= 60%,
,,,,,,
,,,Poor,Fair,Good,
